Month,Year,Quarter,Category,Manufacturer,State,FuelType,Registrations
2018-Q2,2018,Q2,2W,TVS,Tamil Nadu,Electric,180
2018-Q2,2018,Q2,2W,TVS,Tamil Nadu,Petrol,1360
2018-Q2,2018,Q2,2W,TVS,Uttar Pradesh,Electric,161
2018-Q2,2018,Q2,2W,TVS,Uttar Pradesh,Petrol,1156
2018-Q2,2018,Q2,2W,TVS,West Bengal,Electric,159
2018-Q2,2018,Q2,2W,TVS,West Bengal,Petrol,1190
2018-Q2,2018,Q2,2W,Yamaha,Delhi,Electric,127
2018-Q2,2018,Q2,2W,Yamaha,Delhi,Petrol,872
2018-Q2,2018,Q2,2W,Yamaha,Gujarat,Electric,156
2018-Q2,2018,Q2,2W,Yamaha,Gujarat,Petrol,1131
2018-Q2,2018,Q2,2W,Yamaha,Haryana,Electric,169
2018-Q2,2018,Q2,2W,Yamaha,Haryana,Petrol,1131
2018-Q2,2018,Q2,2W,Yamaha,Karnataka,Electric,217
2018-Q2,2018,Q2,2W,Yamaha,Karnataka,Petrol,1361
2018-Q2,2018,Q2,2W,Yamaha,Kerala,Electric,111
2018-Q2,2018,Q2,2W,Yamaha,Kerala,Petrol,709
2018-Q2,2018,Q2,2W,Yamaha,Maharashtra,Electric,344
2018-Q2,2018,Q2,2W,Yamaha,Maharashtra,Petrol,2448
2018-Q2,2018,Q2,2W,Yamaha,Rajasthan,Electric,127
2018-Q2,2018,Q2,2W,Yamaha,Rajasthan,Petrol,895
2018-Q2,2018,Q2,2W,Yamaha,Tamil Nadu,Electric,206
2018-Q2,2018,Q2,2W,Yamaha,Tamil Nadu,Petrol,1413
2018-Q2,2018,Q2,2W,Yamaha,Uttar Pradesh,Electric,205
2018-Q2,2018,Q2,2W,Yamaha,Uttar Pradesh,Petrol,1358
2018-Q2,2018,Q2,2W,Yamaha,West Bengal,Electric,248
2018-Q2,2018,Q2,2W,Yamaha,West Bengal,Petrol,1522
2018-Q2,2018,Q2,3W,Bajaj,Delhi,Diesel,367
2018-Q2,2018,Q2,3W,Bajaj,Delhi,Electric,37
2018-Q2,2018,Q2,3W,Bajaj,Delhi,Petrol,206
2018-Q2,2018,Q2,3W,Bajaj,Gujarat,Diesel,507
2018-Q2,2018,Q2,3W,Bajaj,Gujarat,Electric,59
2018-Q2,2018,Q2,3W,Bajaj,Gujarat,Petrol,301
2018-Q2,2018,Q2,3W,Bajaj,Haryana,Diesel,360
2018-Q2,2018,Q2,3W,Bajaj,Haryana,Electric,38
2018-Q2,2018,Q2,3W,Bajaj,Haryana,Petrol,206
2018-Q2,2018,Q2,3W,Bajaj,Karnataka,Diesel,579
2018-Q2,2018,Q2,3W,Bajaj,Karnataka,Electric,67
2018-Q2,2018,Q2,3W,Bajaj,Karnataka,Petrol,318
2018-Q2,2018,Q2,3W,Bajaj,Kerala,Diesel,307
2018-Q2,2018,Q2,3W,Bajaj,Kerala,Electric,54
2018-Q2,2018,Q2,3W,Bajaj,Kerala,Petrol,170
2018-Q2,2018,Q2,3W,Bajaj,Maharashtra,Diesel,983
2018-Q2,2018,Q2,3W,Bajaj,Maharashtra,Electric,117
2018-Q2,2018,Q2,3W,Bajaj,Maharashtra,Petrol,589
2018-Q2,2018,Q2,3W,Bajaj,Rajasthan,Diesel,446
2018-Q2,2018,Q2,3W,Bajaj,Rajasthan,Electric,41
2018-Q2,2018,Q2,3W,Bajaj,Rajasthan,Petrol,232
2018-Q2,2018,Q2,3W,Bajaj,Tamil Nadu,Diesel,666
2018-Q2,2018,Q2,3W,Bajaj,Tamil Nadu,Electric,74
2018-Q2,2018,Q2,3W,Bajaj,Tamil Nadu,Petrol,357
2018-Q2,2018,Q2,3W,Bajaj,Uttar Pradesh,Diesel,488
2018-Q2,2018,Q2,3W,Bajaj,Uttar Pradesh,Electric,53
2018-Q2,2018,Q2,3W,Bajaj,Uttar Pradesh,Petrol,258
2018-Q2,2018,Q2,3W,Bajaj,West Bengal,Diesel,671
2018-Q2,2018,Q2,3W,Bajaj,West Bengal,Electric,74
2018-Q2,2018,Q2,3W,Bajaj,West Bengal,Petrol,397
2018-Q2,2018,Q2,3W,Mahindra,Delhi,Diesel,294
2018-Q2,2018,Q2,3W,Mahindra,Delhi,Electric,20
2018-Q2,2018,Q2,3W,Mahindra,Delhi,Petrol,145
2018-Q2,2018,Q2,3W,Mahindra,Gujarat,Diesel,444
2018-Q2,2018,Q2,3W,Mahindra,Gujarat,Electric,48
2018-Q2,2018,Q2,3W,Mahindra,Gujarat,Petrol,236
2018-Q2,2018,Q2,3W,Mahindra,Haryana,Diesel,316
2018-Q2,2018,Q2,3W,Mahindra,Haryana,Electric,33
2018-Q2,2018,Q2,3W,Mahindra,Haryana,Petrol,163
2018-Q2,2018,Q2,3W,Mahindra,Karnataka,Diesel,547
2018-Q2,2018,Q2,3W,Mahindra,Karnataka,Electric,55
2018-Q2,2018,Q2,3W,Mahindra,Karnataka,Petrol,297
2018-Q2,2018,Q2,3W,Mahindra,Kerala,Diesel,199
2018-Q2,2018,Q2,3W,Mahindra,Kerala,Electric,25
2018-Q2,2018,Q2,3W,Mahindra,Kerala,Petrol,122
2018-Q2,2018,Q2,3W,Mahindra,Maharashtra,Diesel,637
2018-Q2,2018,Q2,3W,Mahindra,Maharashtra,Electric,67
2018-Q2,2018,Q2,3W,Mahindra,Maharashtra,Petrol,330
2018-Q2,2018,Q2,3W,Mahindra,Rajasthan,Diesel,306
2018-Q2,2018,Q2,3W,Mahindra,Rajasthan,Electric,34
2018-Q2,2018,Q2,3W,Mahindra,Rajasthan,Petrol,168
2018-Q2,2018,Q2,3W,Mahindra,Tamil Nadu,Diesel,529
2018-Q2,2018,Q2,3W,Mahindra,Tamil Nadu,Electric,63
2018-Q2,2018,Q2,3W,Mahindra,Tamil Nadu,Petrol,262
2018-Q2,2018,Q2,3W,Mahindra,Uttar Pradesh,Diesel,503
2018-Q2,2018,Q2,3W,Mahindra,Uttar Pradesh,Electric,61
2018-Q2,2018,Q2,3W,Mahindra,Uttar Pradesh,Petrol,267
2018-Q2,2018,Q2,3W,Mahindra,West Bengal,Diesel,446
2018-Q2,2018,Q2,3W,Mahindra,West Bengal,Electric,55
2018-Q2,2018,Q2,3W,Mahindra,West Bengal,Petrol,264
2018-Q2,2018,Q2,3W,Piaggio,Delhi,Diesel,146
2018-Q2,2018,Q2,3W,Piaggio,Delhi,Electric,20
2018-Q2,2018,Q2,3W,Piaggio,Delhi,Petrol,61
2018-Q2,2018,Q2,3W,Piaggio,Gujarat,Diesel,180
2018-Q2,2018,Q2,3W,Piaggio,Gujarat,Electric,19
2018-Q2,2018,Q2,3W,Piaggio,Gujarat,Petrol,115
2018-Q2,2018,Q2,3W,Piaggio,Haryana,Diesel,147
2018-Q2,2018,Q2,3W,Piaggio,Haryana,Electric,13
2018-Q2,2018,Q2,3W,Piaggio,Haryana,Petrol,98
2018-Q2,2018,Q2,3W,Piaggio,Karnataka,Diesel,203
2018-Q2,2018,Q2,3W,Piaggio,Karnataka,Electric,22
2018-Q2,2018,Q2,3W,Piaggio,Karnataka,Petrol,104
2018-Q2,2018,Q2,3W,Piaggio,Kerala,Diesel,122
2018-Q2,2018,Q2,3W,Piaggio,Kerala,Electric,9
2018-Q2,2018,Q2,3W,Piaggio,Kerala,Petrol,69
2018-Q2,2018,Q2,3W,Piaggio,Maharashtra,Diesel,323
2018-Q2,2018,Q2,3W,Piaggio,Maharashtra,Electric,34
2018-Q2,2018,Q2,3W,Piaggio,Maharashtra,Petrol,176
2018-Q2,2018,Q2,3W,Piaggio,Rajasthan,Diesel,171
2018-Q2,2018,Q2,3W,Piaggio,Rajasthan,Electric,16
2018-Q2,2018,Q2,3W,Piaggio,Rajasthan,Petrol,58
2018-Q2,2018,Q2,3W,Piaggio,Tamil Nadu,Diesel,249
2018-Q2,2018,Q2,3W,Piaggio,Tamil Nadu,Electric,31
2018-Q2,2018,Q2,3W,Piaggio,Tamil Nadu,Petrol,135
2018-Q2,2018,Q2,3W,Piaggio,Uttar Pradesh,Diesel,219
2018-Q2,2018,Q2,3W,Piaggio,Uttar Pradesh,Electric,29
2018-Q2,2018,Q2,3W,Piaggio,Uttar Pradesh,Petrol,92
2018-Q2,2018,Q2,3W,Piaggio,West Bengal,Diesel,203
2018-Q2,2018,Q2,3W,Piaggio,West Bengal,Electric,19
2018-Q2,2018,Q2,3W,Piaggio,West Bengal,Petrol,112
2018-Q2,2018,Q2,4W,Hyundai,Delhi,Diesel,102
2018-Q2,2018,Q2,4W,Hyundai,Delhi,Electric,55
2018-Q2,2018,Q2,4W,Hyundai,Delhi,Petrol,541
2018-Q2,2018,Q2,4W,Hyundai,Gujarat,Diesel,116
2018-Q2,2018,Q2,4W,Hyundai,Gujarat,Electric,71
2018-Q2,2018,Q2,4W,Hyundai,Gujarat,Petrol,754
2018-Q2,2018,Q2,4W,Hyundai,Haryana,Diesel,100
2018-Q2,2018,Q2,4W,Hyundai,Haryana,Electric,74
2018-Q2,2018,Q2,4W,Hyundai,Haryana,Petrol,688
2018-Q2,2018,Q2,4W,Hyundai,Karnataka,Diesel,100
2018-Q2,2018,Q2,4W,Hyundai,Karnataka,Electric,109
2018-Q2,2018,Q2,4W,Hyundai,Karnataka,Petrol,786
2018-Q2,2018,Q2,4W,Hyundai,Kerala,Diesel,57
2018-Q2,2018,Q2,4W,Hyundai,Kerala,Electric,42
2018-Q2,2018,Q2,4W,Hyundai,Kerala,Petrol,387
2018-Q2,2018,Q2,4W,Hyundai,Maharashtra,Diesel,164
2018-Q2,2018,Q2,4W,Hyundai,Maharashtra,Electric,140
2018-Q2,2018,Q2,4W,Hyundai,Maharashtra,Petrol,1314
2018-Q2,2018,Q2,4W,Hyundai,Rajasthan,Diesel,94
2018-Q2,2018,Q2,4W,Hyundai,Rajasthan,Electric,59
2018-Q2,2018,Q2,4W,Hyundai,Rajasthan,Petrol,598
2018-Q2,2018,Q2,4W,Hyundai,Tamil Nadu,Diesel,130
2018-Q2,2018,Q2,4W,Hyundai,Tamil Nadu,Electric,100
2018-Q2,2018,Q2,4W,Hyundai,Tamil Nadu,Petrol,807
2018-Q2,2018,Q2,4W,Hyundai,Uttar Pradesh,Diesel,109
2018-Q2,2018,Q2,4W,Hyundai,Uttar Pradesh,Electric,76
2018-Q2,2018,Q2,4W,Hyundai,Uttar Pradesh,Petrol,724
2018-Q2,2018,Q2,4W,Hyundai,West Bengal,Diesel,110
2018-Q2,2018,Q2,4W,Hyundai,West Bengal,Electric,71
2018-Q2,2018,Q2,4W,Hyundai,West Bengal,Petrol,722
2018-Q2,2018,Q2,4W,Mahindra,Delhi,Diesel,123
2018-Q2,2018,Q2,4W,Mahindra,Delhi,Electric,46
2018-Q2,2018,Q2,4W,Mahindra,Delhi,Petrol,397
2018-Q2,2018,Q2,4W,Mahindra,Gujarat,Diesel,168
2018-Q2,2018,Q2,4W,Mahindra,Gujarat,Electric,53
2018-Q2,2018,Q2,4W,Mahindra,Gujarat,Petrol,416
2018-Q2,2018,Q2,4W,Mahindra,Haryana,Diesel,137
2018-Q2,2018,Q2,4W,Mahindra,Haryana,Electric,56
2018-Q2,2018,Q2,4W,Mahindra,Haryana,Petrol,443
2018-Q2,2018,Q2,4W,Mahindra,Karnataka,Diesel,196
2018-Q2,2018,Q2,4W,Mahindra,Karnataka,Electric,57
2018-Q2,2018,Q2,4W,Mahindra,Karnataka,Petrol,505
2018-Q2,2018,Q2,4W,Mahindra,Kerala,Diesel,107
2018-Q2,2018,Q2,4W,Mahindra,Kerala,Electric,49
2018-Q2,2018,Q2,4W,Mahindra,Kerala,Petrol,275
2018-Q2,2018,Q2,4W,Mahindra,Maharashtra,Diesel,276
2018-Q2,2018,Q2,4W,Mahindra,Maharashtra,Electric,103
2018-Q2,2018,Q2,4W,Mahindra,Maharashtra,Petrol,773
2018-Q2,2018,Q2,4W,Mahindra,Rajasthan,Diesel,153
2018-Q2,2018,Q2,4W,Mahindra,Rajasthan,Electric,47
2018-Q2,2018,Q2,4W,Mahindra,Rajasthan,Petrol,341
2018-Q2,2018,Q2,4W,Mahindra,Tamil Nadu,Diesel,209
2018-Q2,2018,Q2,4W,Mahindra,Tamil Nadu,Electric,93
2018-Q2,2018,Q2,4W,Mahindra,Tamil Nadu,Petrol,584
2018-Q2,2018,Q2,4W,Mahindra,Uttar Pradesh,Diesel,181
2018-Q2,2018,Q2,4W,Mahindra,Uttar Pradesh,Electric,53
2018-Q2,2018,Q2,4W,Mahindra,Uttar Pradesh,Petrol,442
2018-Q2,2018,Q2,4W,Mahindra,West Bengal,Diesel,195
2018-Q2,2018,Q2,4W,Mahindra,West Bengal,Electric,77
2018-Q2,2018,Q2,4W,Mahindra,West Bengal,Petrol,463
2018-Q2,2018,Q2,4W,Maruti,Delhi,Diesel,139
2018-Q2,2018,Q2,4W,Maruti,Delhi,Electric,103
2018-Q2,2018,Q2,4W,Maruti,Delhi,Petrol,959
2018-Q2,2018,Q2,4W,Maruti,Gujarat,Diesel,249
2018-Q2,2018,Q2,4W,Maruti,Gujarat,Electric,170
2018-Q2,2018,Q2,4W,Maruti,Gujarat,Petrol,1654
2018-Q2,2018,Q2,4W,Maruti,Haryana,Diesel,181
2018-Q2,2018,Q2,4W,Maruti,Haryana,Electric,132
2018-Q2,2018,Q2,4W,Maruti,Haryana,Petrol,1251
2018-Q2,2018,Q2,4W,Maruti,Karnataka,Diesel,318
2018-Q2,2018,Q2,4W,Maruti,Karnataka,Electric,210
2018-Q2,2018,Q2,4W,Maruti,Karnataka,Petrol,1947
2018-Q2,2018,Q2,4W,Maruti,Kerala,Diesel,118
2018-Q2,2018,Q2,4W,Maruti,Kerala,Electric,104
2018-Q2,2018,Q2,4W,Maruti,Kerala,Petrol,786
2018-Q2,2018,Q2,4W,Maruti,Maharashtra,Diesel,418
2018-Q2,2018,Q2,4W,Maruti,Maharashtra,Electric,326
2018-Q2,2018,Q2,4W,Maruti,Maharashtra,Petrol,2734
2018-Q2,2018,Q2,4W,Maruti,Rajasthan,Diesel,215
2018-Q2,2018,Q2,4W,Maruti,Rajasthan,Electric,172
2018-Q2,2018,Q2,4W,Maruti,Rajasthan,Petrol,1295
2018-Q2,2018,Q2,4W,Maruti,Tamil Nadu,Diesel,337
2018-Q2,2018,Q2,4W,Maruti,Tamil Nadu,Electric,224
2018-Q2,2018,Q2,4W,Maruti,Tamil Nadu,Petrol,2199
2018-Q2,2018,Q2,4W,Maruti,Uttar Pradesh,Diesel,268
2018-Q2,2018,Q2,4W,Maruti,Uttar Pradesh,Electric,194
2018-Q2,2018,Q2,4W,Maruti,Uttar Pradesh,Petrol,1791
2018-Q2,2018,Q2,4W,Maruti,West Bengal,Diesel,226
2018-Q2,2018,Q2,4W,Maruti,West Bengal,Electric,175
2018-Q2,2018,Q2,4W,Maruti,West Bengal,Petrol,1570
2018-Q2,2018,Q2,4W,Tata,Delhi,Diesel,137
2018-Q2,2018,Q2,4W,Tata,Delhi,Electric,44
2018-Q2,2018,Q2,4W,Tata,Delhi,Petrol,339
2018-Q2,2018,Q2,4W,Tata,Gujarat,Diesel,171
2018-Q2,2018,Q2,4W,Tata,Gujarat,Electric,80
2018-Q2,2018,Q2,4W,Tata,Gujarat,Petrol,484
2018-Q2,2018,Q2,4W,Tata,Haryana,Diesel,172
2018-Q2,2018,Q2,4W,Tata,Haryana,Electric,57
2018-Q2,2018,Q2,4W,Tata,Haryana,Petrol,409
2018-Q2,2018,Q2,4W,Tata,Karnataka,Diesel,269
2018-Q2,2018,Q2,4W,Tata,Karnataka,Electric,96
2018-Q2,2018,Q2,4W,Tata,Karnataka,Petrol,641
2018-Q2,2018,Q2,4W,Tata,Kerala,Diesel,113
2018-Q2,2018,Q2,4W,Tata,Kerala,Electric,51
2018-Q2,2018,Q2,4W,Tata,Kerala,Petrol,336
2018-Q2,2018,Q2,4W,Tata,Maharashtra,Diesel,312
2018-Q2,2018,Q2,4W,Tata,Maharashtra,Electric,92
2018-Q2,2018,Q2,4W,Tata,Maharashtra,Petrol,808
2018-Q2,2018,Q2,4W,Tata,Rajasthan,Diesel,175
2018-Q2,2018,Q2,4W,Tata,Rajasthan,Electric,78
2018-Q2,2018,Q2,4W,Tata,Rajasthan,Petrol,458
2018-Q2,2018,Q2,4W,Tata,Tamil Nadu,Diesel,312
2018-Q2,2018,Q2,4W,Tata,Tamil Nadu,Electric,102
2018-Q2,2018,Q2,4W,Tata,Tamil Nadu,Petrol,743
2018-Q2,2018,Q2,4W,Tata,Uttar Pradesh,Diesel,249
2018-Q2,2018,Q2,4W,Tata,Uttar Pradesh,Electric,100
2018-Q2,2018,Q2,4W,Tata,Uttar Pradesh,Petrol,603
2018-Q2,2018,Q2,4W,Tata,West Bengal,Diesel,231
2018-Q2,2018,Q2,4W,Tata,West Bengal,Electric,83
2018-Q2,2018,Q2,4W,Tata,West Bengal,Petrol,625
2018-Q3,2018,Q3,2W,Bajaj,Delhi,Electric,72
2018-Q3,2018,Q3,2W,Bajaj,Delhi,Petrol,546
2018-Q3,2018,Q3,2W,Bajaj,Gujarat,Electric,86
2018-Q3,2018,Q3,2W,Bajaj,Gujarat,Petrol,642
2018-Q3,2018,Q3,2W,Bajaj,Haryana,Electric,124
2018-Q3,2018,Q3,2W,Bajaj,Haryana,Petrol,681
2018-Q3,2018,Q3,2W,Bajaj,Karnataka,Electric,116
2018-Q3,2018,Q3,2W,Bajaj,Karnataka,Petrol,831
2018-Q3,2018,Q3,2W,Bajaj,Kerala,Electric,74
2018-Q3,2018,Q3,2W,Bajaj,Kerala,Petrol,473
2018-Q3,2018,Q3,2W,Bajaj,Maharashtra,Electric,174
2018-Q3,2018,Q3,2W,Bajaj,Maharashtra,Petrol,1138
2018-Q3,2018,Q3,2W,Bajaj,Rajasthan,Electric,99
2018-Q3,2018,Q3,2W,Bajaj,Rajasthan,Petrol,612
2018-Q3,2018,Q3,2W,Bajaj,Tamil Nadu,Electric,125
2018-Q3,2018,Q3,2W,Bajaj,Tamil Nadu,Petrol,864
2018-Q3,2018,Q3,2W,Bajaj,Uttar Pradesh,Electric,133
2018-Q3,2018,Q3,2W,Bajaj,Uttar Pradesh,Petrol,868
2018-Q3,2018,Q3,2W,Bajaj,West Bengal,Electric,120
2018-Q3,2018,Q3,2W,Bajaj,West Bengal,Petrol,863
2018-Q3,2018,Q3,2W,Hero,Delhi,Electric,264
2018-Q3,2018,Q3,2W,Hero,Delhi,Petrol,1695
2018-Q3,2018,Q3,2W,Hero,Gujarat,Electric,339
2018-Q3,2018,Q3,2W,Hero,Gujarat,Petrol,2442
2018-Q3,2018,Q3,2W,Hero,Haryana,Electric,341
2018-Q3,2018,Q3,2W,Hero,Haryana,Petrol,2242
2018-Q3,2018,Q3,2W,Hero,Karnataka,Electric,362
2018-Q3,2018,Q3,2W,Hero,Karnataka,Petrol,2744
2018-Q3,2018,Q3,2W,Hero,Kerala,Electric,213
2018-Q3,2018,Q3,2W,Hero,Kerala,Petrol,1482
2018-Q3,2018,Q3,2W,Hero,Maharashtra,Electric,543
2018-Q3,2018,Q3,2W,Hero,Maharashtra,Petrol,3703
2018-Q3,2018,Q3,2W,Hero,Rajasthan,Electric,286
2018-Q3,2018,Q3,2W,Hero,Rajasthan,Petrol,2012
2018-Q3,2018,Q3,2W,Hero,Tamil Nadu,Electric,447
2018-Q3,2018,Q3,2W,Hero,Tamil Nadu,Petrol,3047
2018-Q3,2018,Q3,2W,Hero,Uttar Pradesh,Electric,428
2018-Q3,2018,Q3,2W,Hero,Uttar Pradesh,Petrol,2657
2018-Q3,2018,Q3,2W,Hero,West Bengal,Electric,358
2018-Q3,2018,Q3,2W,Hero,West Bengal,Petrol,2416
2018-Q3,2018,Q3,2W,Honda,Delhi,Electric,207
2018-Q3,2018,Q3,2W,Honda,Delhi,Petrol,1301
2018-Q3,2018,Q3,2W,Honda,Gujarat,Electric,232
2018-Q3,2018,Q3,2W,Honda,Gujarat,Petrol,1680
2018-Q3,2018,Q3,2W,Honda,Haryana,Electric,233
2018-Q3,2018,Q3,2W,Honda,Haryana,Petrol,1566
2018-Q3,2018,Q3,2W,Honda,Karnataka,Electric,320
2018-Q3,2018,Q3,2W,Honda,Karnataka,Petrol,2243
2018-Q3,2018,Q3,2W,Honda,Kerala,Electric,187
2018-Q3,2018,Q3,2W,Honda,Kerala,Petrol,1281
2018-Q3,2018,Q3,2W,Honda,Maharashtra,Electric,444
2018-Q3,2018,Q3,2W,Honda,Maharashtra,Petrol,2927
2018-Q3,2018,Q3,2W,Honda,Rajasthan,Electric,223
2018-Q3,2018,Q3,2W,Honda,Rajasthan,Petrol,1550
2018-Q3,2018,Q3,2W,Honda,Tamil Nadu,Electric,327
2018-Q3,2018,Q3,2W,Honda,Tamil Nadu,Petrol,2298
2018-Q3,2018,Q3,2W,Honda,Uttar Pradesh,Electric,312
2018-Q3,2018,Q3,2W,Honda,Uttar Pradesh,Petrol,2046
2018-Q3,2018,Q3,2W,Honda,West Bengal,Electric,257
2018-Q3,2018,Q3,2W,Honda,West Bengal,Petrol,1691
2018-Q3,2018,Q3,2W,TVS,Delhi,Electric,102
2018-Q3,2018,Q3,2W,TVS,Delhi,Petrol,773
2018-Q3,2018,Q3,2W,TVS,Gujarat,Electric,171
2018-Q3,2018,Q3,2W,TVS,Gujarat,Petrol,1021
2018-Q3,2018,Q3,2W,TVS,Haryana,Electric,145
2018-Q3,2018,Q3,2W,TVS,Haryana,Petrol,980
2018-Q3,2018,Q3,2W,TVS,Karnataka,Electric,211
2018-Q3,2018,Q3,2W,TVS,Karnataka,Petrol,1345
2018-Q3,2018,Q3,2W,TVS,Kerala,Electric,91
2018-Q3,2018,Q3,2W,TVS,Kerala,Petrol,595
2018-Q3,2018,Q3,2W,TVS,Maharashtra,Electric,266
2018-Q3,2018,Q3,2W,TVS,Maharashtra,Petrol,1792
2018-Q3,2018,Q3,2W,TVS,Rajasthan,Electric,94
2018-Q3,2018,Q3,2W,TVS,Rajasthan,Petrol,806
2018-Q3,2018,Q3,2W,TVS,Tamil Nadu,Electric,216
2018-Q3,2018,Q3,2W,TVS,Tamil Nadu,Petrol,1360
2018-Q3,2018,Q3,2W,TVS,Uttar Pradesh,Electric,169
2018-Q3,2018,Q3,2W,TVS,Uttar Pradesh,Petrol,1127
2018-Q3,2018,Q3,2W,TVS,West Bengal,Electric,156
2018-Q3,2018,Q3,2W,TVS,West Bengal,Petrol,1124
2018-Q3,2018,Q3,2W,Yamaha,Delhi,Electric,129
2018-Q3,2018,Q3,2W,Yamaha,Delhi,Petrol,788
2018-Q3,2018,Q3,2W,Yamaha,Gujarat,Electric,208
2018-Q3,2018,Q3,2W,Yamaha,Gujarat,Petrol,1343
2018-Q3,2018,Q3,2W,Yamaha,Haryana,Electric,128
2018-Q3,2018,Q3,2W,Yamaha,Haryana,Petrol,934
2018-Q3,2018,Q3,2W,Yamaha,Karnataka,Electric,187
2018-Q3,2018,Q3,2W,Yamaha,Karnataka,Petrol,1229
2018-Q3,2018,Q3,2W,Yamaha,Kerala,Electric,107
2018-Q3,2018,Q3,2W,Yamaha,Kerala,Petrol,802
2018-Q3,2018,Q3,2W,Yamaha,Maharashtra,Electric,332
2018-Q3,2018,Q3,2W,Yamaha,Maharashtra,Petrol,1886
2018-Q3,2018,Q3,2W,Yamaha,Rajasthan,Electric,121
2018-Q3,2018,Q3,2W,Yamaha,Rajasthan,Petrol,781
2018-Q3,2018,Q3,2W,Yamaha,Tamil Nadu,Electric,255
2018-Q3,2018,Q3,2W,Yamaha,Tamil Nadu,Petrol,1691
2018-Q3,2018,Q3,2W,Yamaha,Uttar Pradesh,Electric,167
2018-Q3,2018,Q3,2W,Yamaha,Uttar Pradesh,Petrol,1169
2018-Q3,2018,Q3,2W,Yamaha,West Bengal,Electric,230
2018-Q3,2018,Q3,2W,Yamaha,West Bengal,Petrol,1294
2018-Q3,2018,Q3,3W,Bajaj,Delhi,Diesel,423
2018-Q3,2018,Q3,3W,Bajaj,Delhi,Electric,37
2018-Q3,2018,Q3,3W,Bajaj,Delhi,Petrol,227
2018-Q3,2018,Q3,3W,Bajaj,Gujarat,Diesel,481
2018-Q3,2018,Q3,3W,Bajaj,Gujarat,Electric,58
2018-Q3,2018,Q3,3W,Bajaj,Gujarat,Petrol,312
2018-Q3,2018,Q3,3W,Bajaj,Haryana,Diesel,434
2018-Q3,2018,Q3,3W,Bajaj,Haryana,Electric,59
2018-Q3,2018,Q3,3W,Bajaj,Haryana,Petrol,249
2018-Q3,2018,Q3,3W,Bajaj,Karnataka,Diesel,631
2018-Q3,2018,Q3,3W,Bajaj,Karnataka,Electric,59
2018-Q3,2018,Q3,3W,Bajaj,Karnataka,Petrol,377
2018-Q3,2018,Q3,3W,Bajaj,Kerala,Diesel,343
2018-Q3,2018,Q3,3W,Bajaj,Kerala,Electric,35
2018-Q3,2018,Q3,3W,Bajaj,Kerala,Petrol,201
2018-Q3,2018,Q3,3W,Bajaj,Maharashtra,Diesel,937
2018-Q3,2018,Q3,3W,Bajaj,Maharashtra,Electric,100
2018-Q3,2018,Q3,3W,Bajaj,Maharashtra,Petrol,520
2018-Q3,2018,Q3,3W,Bajaj,Rajasthan,Diesel,399
2018-Q3,2018,Q3,3W,Bajaj,Rajasthan,Electric,41
2018-Q3,2018,Q3,3W,Bajaj,Rajasthan,Petrol,251
2018-Q3,2018,Q3,3W,Bajaj,Tamil Nadu,Diesel,585
2018-Q3,2018,Q3,3W,Bajaj,Tamil Nadu,Electric,61
2018-Q3,2018,Q3,3W,Bajaj,Tamil Nadu,Petrol,348
2018-Q3,2018,Q3,3W,Bajaj,Uttar Pradesh,Diesel,468
2018-Q3,2018,Q3,3W,Bajaj,Uttar Pradesh,Electric,63
2018-Q3,2018,Q3,3W,Bajaj,Uttar Pradesh,Petrol,249
2018-Q3,2018,Q3,3W,Bajaj,West Bengal,Diesel,587
2018-Q3,2018,Q3,3W,Bajaj,West Bengal,Electric,63
2018-Q3,2018,Q3,3W,Bajaj,West Bengal,Petrol,337
2018-Q3,2018,Q3,3W,Mahindra,Delhi,Diesel,295
2018-Q3,2018,Q3,3W,Mahindra,Delhi,Electric,31
2018-Q3,2018,Q3,3W,Mahindra,Delhi,Petrol,202
2018-Q3,2018,Q3,3W,Mahindra,Gujarat,Diesel,407
2018-Q3,2018,Q3,3W,Mahindra,Gujarat,Electric,45
2018-Q3,2018,Q3,3W,Mahindra,Gujarat,Petrol,229
2018-Q3,2018,Q3,3W,Mahindra,Haryana,Diesel,349
2018-Q3,2018,Q3,3W,Mahindra,Haryana,Electric,45
2018-Q3,2018,Q3,3W,Mahindra,Haryana,Petrol,186
2018-Q3,2018,Q3,3W,Mahindra,Karnataka,Diesel,414
2018-Q3,2018,Q3,3W,Mahindra,Karnataka,Electric,49
2018-Q3,2018,Q3,3W,Mahindra,Karnataka,Petrol,222
2018-Q3,2018,Q3,3W,Mahindra,Kerala,Diesel,235
2018-Q3,2018,Q3,3W,Mahindra,Kerala,Electric,26
2018-Q3,2018,Q3,3W,Mahindra,Kerala,Petrol,133
2018-Q3,2018,Q3,3W,Mahindra,Maharashtra,Diesel,600
2018-Q3,2018,Q3,3W,Mahindra,Maharashtra,Electric,57
2018-Q3,2018,Q3,3W,Mahindra,Maharashtra,Petrol,384
2018-Q3,2018,Q3,3W,Mahindra,Rajasthan,Diesel,306
2018-Q3,2018,Q3,3W,Mahindra,Rajasthan,Electric,28
2018-Q3,2018,Q3,3W,Mahindra,Rajasthan,Petrol,158
2018-Q3,2018,Q3,3W,Mahindra,Tamil Nadu,Diesel,532
2018-Q3,2018,Q3,3W,Mahindra,Tamil Nadu,Electric,48
2018-Q3,2018,Q3,3W,Mahindra,Tamil Nadu,Petrol,294
